shipment_id,warehouse,supplier,category,lead_time_days,promised_lead_time,inventory_holding_cost,unit_order_quantity,stockout_flag,shipment_status
SHP-1892,WH-Delhi,Supp-A,Industrial Parts,2,8,898.19,223,0,Cancelled
SHP-1893,WH-Delhi,Supp-C,Electronics,24,11,4482.24,160,0,Delivered
SHP-1894,WH-Hyderabad,Supp-A,Automotive,9,9,2097.93,449,0,Delivered
SHP-1895,WH-Hyderabad,Supp-C,Automotive,6,9,8853.64,284,0,Delivered
SHP-1896,WH-Bengaluru,Supp-B,Industrial Parts,17,13,5791.88,347,0,Delivered
SHP-1897,WH-Hyderabad,Supp-C,Automotive,12,13,2698.12,85,1,Delayed
SHP-1898,WH-Mumbai,Supp-D,Industrial Parts,6,13,5273.06,448,0,Delivered
SHP-1899,WH-Mumbai,Supp-B,Industrial Parts,5,10,7449.12,229,1,Delayed
SHP-1900,WH-Delhi,Supp-D,Industrial Parts,7,10,9602.12,357,1,Delivered
SHP-1901,WH-Hyderabad,Supp-A,Industrial Parts,15,9,2594.24,453,0,Delayed
SHP-1902,WH-Bengaluru,Supp-A,Electronics,23,13,8918.73,196,0,Delivered
SHP-1903,WH-Mumbai,Supp-A,Industrial Parts,20,14,9375.89,298,1,Delayed
SHP-1904,WH-Mumbai,Supp-C,Consumer Goods,10,12,9206.0,412,1,Delivered
SHP-1905,WH-Bengaluru,Supp-B,Automotive,13,11,6536.44,37,0,Delivered
SHP-1906,WH-Bengaluru,Supp-A,Consumer Goods,12,11,6483.3,388,0,Delivered
SHP-1907,WH-Mumbai,Supp-A,Electronics,15,10,4330.5,189,0,Delayed
SHP-1908,WH-Mumbai,Supp-B,Consumer Goods,24,9,7647.78,262,0,Delivered
SHP-1909,WH-Bengaluru,Supp-A,Automotive,17,8,5547.29,135,0,Delivered
SHP-1910,WH-Mumbai,Supp-D,Consumer Goods,2,7,6935.66,186,0,Delayed
SHP-1911,WH-Delhi,Supp-B,Electronics,14,7,4570.35,46,0,Delivered
SHP-1912,WH-Delhi,Supp-B,Industrial Parts,24,10,7449.22,419,0,Delivered
SHP-1913,WH-Bengaluru,Supp-B,Consumer Goods,22,8,8332.48,108,0,Delivered
SHP-1914,WH-Hyderabad,Supp-D,Electronics,22,10,1891.14,107,0,Delivered
SHP-1915,WH-Bengaluru,Supp-B,Electronics,14,7,8412.83,136,0,Delayed
SHP-1916,WH-Bengaluru,Supp-D,Automotive,3,8,5632.82,492,0,Delayed
SHP-1917,WH-Hyderabad,Supp-B,Automotive,5,13,8524.33,177,0,Delivered
SHP-1918,WH-Hyderabad,Supp-C,Consumer Goods,7,9,4597.37,89,0,Cancelled
SHP-1919,WH-Hyderabad,Supp-A,Industrial Parts,24,11,4100.88,303,0,Delivered
SHP-1920,WH-Delhi,Supp-C,Electronics,6,14,9193.08,342,1,Delivered
SHP-1921,WH-Mumbai,Supp-A,Consumer Goods,4,6,2886.11,135,0,Delivered
SHP-1922,WH-Delhi,Supp-D,Electronics,2,9,8520.02,352,0,Delivered
SHP-1923,WH-Mumbai,Supp-C,Electronics,5,13,5098.2,319,0,Delivered
SHP-1924,WH-Delhi,Supp-B,Industrial Parts,21,7,5383.91,159,1,Delayed
SHP-1925,WH-Mumbai,Supp-A,Industrial Parts,3,13,3430.45,25,0,Delayed
SHP-1926,WH-Delhi,Supp-A,Consumer Goods,6,10,5943.9,37,0,Delivered
SHP-1927,WH-Hyderabad,Supp-C,Industrial Parts,4,8,3589.51,428,0,Delivered
SHP-1928,WH-Bengaluru,Supp-D,Industrial Parts,10,11,873.06,453,0,Delivered
SHP-1929,WH-Delhi,Supp-C,Consumer Goods,21,12,3083.99,182,0,Delayed
SHP-1930,WH-Mumbai,Supp-D,Industrial Parts,7,10,560.6,55,0,Delayed
SHP-1931,WH-Hyderabad,Supp-D,Automotive,19,9,9794.37,337,0,Delivered
SHP-1932,WH-Delhi,Supp-A,Electronics,7,10,9674.6,245,0,Delayed
SHP-1933,WH-Delhi,Supp-C,Electronics,20,9,4253.98,448,0,Delivered
SHP-1934,WH-Hyderabad,Supp-C,Electronics,13,12,7419.52,223,0,Delivered
SHP-1935,WH-Delhi,Supp-D,Electronics,12,5,3785.16,94,0,Delivered
SHP-1936,WH-Bengaluru,Supp-C,Consumer Goods,3,11,6875.38,291,0,Delivered
SHP-1937,WH-Delhi,Supp-B,Electronics,16,14,8151.59,241,0,Delivered
SHP-1938,WH-Bengaluru,Supp-B,Electronics,13,14,9494.18,94,0,Delivered
SHP-1939,WH-Bengaluru,Supp-C,Electronics,13,6,4302.02,418,0,Delivered
SHP-1940,WH-Hyderabad,Supp-C,Electronics,10,13,7941.33,498,0,Delivered
SHP-1941,WH-Delhi,Supp-D,Automotive,22,5,3026.32,74,1,Delivered
SHP-1942,WH-Hyderabad,Supp-B,Electronics,3,14,9908.16,143,0,Delivered
SHP-1943,WH-Delhi,Supp-B,Automotive,23,10,744.81,160,0,Delivered
SHP-1944,WH-Delhi,Supp-A,Consumer Goods,4,13,6233.52,124,0,Cancelled
SHP-1945,WH-Mumbai,Supp-D,Industrial Parts,13,5,6765.31,73,0,Delivered
SHP-1946,WH-Delhi,Supp-A,Electronics,17,8,7036.43,352,0,Delivered
SHP-1947,WH-Hyderabad,Supp-B,Industrial Parts,22,8,1643.68,436,0,Delivered
SHP-1948,WH-Bengaluru,Supp-D,Industrial Parts,2,13,9416.03,372,0,Delayed
SHP-1949,WH-Delhi,Supp-C,Consumer Goods,22,9,2221.24,416,0,Cancelled
SHP-1950,WH-Mumbai,Supp-D,Industrial Parts,4,9,6416.16,361,0,Delivered
SHP-1951,WH-Hyderabad,Supp-C,Automotive,21,10,2615.42,167,0,Delivered
SHP-1952,WH-Delhi,Supp-C,Industrial Parts,3,5,3418.56,86,0,Delayed
SHP-1953,WH-Hyderabad,Supp-D,Industrial Parts,10,5,5691.36,155,0,Delivered
SHP-1954,WH-Mumbai,Supp-C,Industrial Parts,20,13,4463.34,352,0,Delivered
SHP-1955,WH-Mumbai,Supp-A,Electronics,16,7,2022.14,472,0,Delivered
SHP-1956,WH-Hyderabad,Supp-B,Electronics,19,8,2123.9,234,1,Delivered
SHP-1957,WH-Delhi,Supp-C,Automotive,12,5,4472.38,414,1,Delivered
SHP-1958,WH-Bengaluru,Supp-A,Automotive,24,13,7694.19,322,0,Delivered
SHP-1959,WH-Mumbai,Supp-C,Electronics,17,12,9030.66,112,0,Delivered
SHP-1960,WH-Delhi,Supp-B,Automotive,23,6,1299.21,416,0,Delayed
SHP-1961,WH-Delhi,Supp-A,Electronics,18,12,4234.49,356,0,Delivered
SHP-1962,WH-Bengaluru,Supp-B,Consumer Goods,6,11,1452.33,310,0,Delayed
SHP-1963,WH-Mumbai,Supp-B,Industrial Parts,13,10,657.63,437,0,Delivered
SHP-1964,WH-Mumbai,Supp-A,Industrial Parts,12,5,6786.33,475,0,Delivered
SHP-1965,WH-Delhi,Supp-A,Automotive,16,11,6223.27,97,1,Delivered
SHP-1966,WH-Delhi,Supp-A,Electronics,4,14,2048.68,380,0,Delayed
SHP-1967,WH-Bengaluru,Supp-D,Electronics,2,11,2721.22,312,0,Delayed
SHP-1968,WH-Bengaluru,Supp-A,Automotive,21,13,725.22,177,0,Delivered
SHP-1969,WH-Mumbai,Supp-A,Electronics,17,5,8432.0,444,0,Delayed
SHP-1970,WH-Hyderabad,Supp-A,Consumer Goods,3,6,9759.56,179,0,Delivered
SHP-1971,WH-Mumbai,Supp-A,Industrial Parts,3,13,1786.87,144,0,Cancelled
SHP-1972,WH-Delhi,Supp-C,Automotive,4,13,2699.01,59,0,Delivered
SHP-1973,WH-Mumbai,Supp-D,Automotive,9,10,8749.89,441,0,Delayed
SHP-1974,WH-Hyderabad,Supp-B,Electronics,16,10,9301.41,349,0,Delivered
SHP-1975,WH-Bengaluru,Supp-A,Automotive,8,8,4486.46,356,0,Delivered
SHP-1976,WH-Hyderabad,Supp-C,Consumer Goods,7,8,980.91,143,0,Delivered
SHP-1977,WH-Hyderabad,Supp-C,Electronics,10,9,874.22,356,0,Delivered
SHP-1978,WH-Hyderabad,Supp-C,Electronics,21,7,5952.52,146,0,Delivered
SHP-1979,WH-Bengaluru,Supp-B,Electronics,2,5,4232.5,254,0,Delivered
SHP-1980,WH-Hyderabad,Supp-A,Electronics,9,5,772.2,118,0,Delivered
SHP-1981,WH-Hyderabad,Supp-D,Consumer Goods,24,11,6040.9,322,0,Delivered
SHP-1982,WH-Hyderabad,Supp-D,Electronics,24,5,607.37,296,0,Delivered
SHP-1983,WH-Delhi,Supp-C,Automotive,4,5,7980.03,30,1,Delivered
SHP-1984,WH-Hyderabad,Supp-B,Consumer Goods,5,7,3411.11,99,0,Cancelled
SHP-1985,WH-Bengaluru,Supp-B,Industrial Parts,16,14,882.45,305,0,Delivered
SHP-1986,WH-Hyderabad,Supp-B,Industrial Parts,7,8,6089.35,121,0,Delivered
SHP-1987,WH-Hyderabad,Supp-D,Automotive,16,8,4278.0,310,1,Delivered
SHP-1988,WH-Bengaluru,Supp-C,Automotive,22,6,9751.1,86,0,Delivered
SHP-1989,WH-Hyderabad,Supp-A,Consumer Goods,4,5,5669.89,186,0,Delivered
SHP-1990,WH-Bengaluru,Supp-D,Industrial Parts,22,7,3114.77,352,0,Delivered
SHP-1991,WH-Hyderabad,Supp-C,Industrial Parts,22,8,7239.67,157,0,Delivered
SHP-1992,WH-Bengaluru,Supp-C,Industrial Parts,15,7,3079.17,110,0,Cancelled
SHP-1993,WH-Hyderabad,Supp-A,Industrial Parts,21,12,9090.31,255,0,Delivered
SHP-1994,WH-Hyderabad,Supp-A,Industrial Parts,15,14,4059.86,126,0,Delivered
SHP-1995,WH-Delhi,Supp-A,Electronics,5,5,5723.75,101,1,Delivered
SHP-1996,WH-Delhi,Supp-B,Automotive,13,6,980.44,410,0,Delivered
SHP-1997,WH-Hyderabad,Supp-A,Electronics,18,11,4548.15,37,0,Delayed
SHP-1998,WH-Hyderabad,Supp-C,Industrial Parts,8,8,8407.45,434,0,Delivered
SHP-1999,WH-Mumbai,Supp-A,Consumer Goods,10,12,8153.66,459,0,Delivered
